MONTH,DAY,BILL_ID,BILL_AMT,QTY,VALUE,PRICE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
M2,7,T3303,95.0,1.0,80.0,80.0,SALTY SNACKS (2/97),SEV BHUJIA,SEV BHUJIA,HALDIRAM,HALDIRAM,HALDIRAM SEV BHUJIA
M2,7,T3303,95.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,SAJ INDS,BISK FARM,BISK FARM MARIE
M2,7,T3303,95.0,1.0,5.0,5.0,CHOCOLATE,SUGAR PANNED,SUGAR PANNED,MONDELEZ INTERNATIONAL,GEMS,GEMS
M2,7,T3306,10.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M2,7,T3307,90.0,3.0,90.0,30.0,JAMS/JELLY/MARMALADES-CTG,JAMS,JAMS,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN
M2,7,T3312,10.0,1.0,10.0,10.0,CHOCOLATE,COUNT,COUNT,MONDELEZ INTERNATIONAL,5 STAR,5 STAR
M2,7,T3313,135.0,1.0,135.0,135.0,SALTY SNACKS (2/97),SEV BHUJIA,SEV BHUJIA,HALDIRAM,HALDIRAM,HALDIRAM SEV BHUJIA
M2,7,T3315,86.0,1.0,86.0,86.0,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M2,8,T3321,20.0,1.0,20.0,20.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M2,8,T3322,46.0,1.0,46.0,46.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M2,8,T3323,30.0,3.0,30.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M2,8,T3327,46.0,1.0,46.0,46.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M2,8,T3328,10.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M2,8,T3330,115.0,1.0,110.0,110.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,G C M M F,AMUL,AMUL
M2,8,T3330,115.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M2,8,T3332,20.0,2.0,20.0,10.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,GODAWARI BIOREFINERIES,JIVANA,JIVANA
M2,8,T3335,10.0,1.0,10.0,10.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,GODAWARI BIOREFINERIES,JIVANA,JIVANA
M2,8,T3337,10.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,SAJ INDS,BISK FARM,BISK FARM GOOGLY
M2,8,T3339,33.0,1.0,33.0,33.0,SPICES (03/04),BLENDED,CHAT MASALA-SNACK MASALA,K C J & CO,EVEREST,EVEREST
M2,8,T3344,16.0,2.0,16.0,8.0,ANTACIDS,POWDERS,POWDERS,GLAXO SMITHKLINE,ENO,ENO FRUIT SALT
M2,11,T3399,10.0,1.0,5.0,5.0,CHOCOLATE,COUNT,COUNT,MONDELEZ INTERNATIONAL,5 STAR,5 STAR
M2,11,T3399,10.0,1.0,5.0,5.0,CHOCOLATE,SUGAR PANNED,SUGAR PANNED,MONDELEZ INTERNATIONAL,GEMS,GEMS
M2,11,T3402,82.0,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M2,11,T3402,82.0,1.0,62.0,62.0,JAMS/JELLY/MARMALADES-CTG,JAMS,JAMS,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN
M2,11,T3402,82.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M2,11,T3404,220.0,1.0,220.0,220.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M2,11,T3405,140.0,2.0,140.0,70.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK SILK
M2,11,T3407,48.0,4.0,48.0,12.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,11,T3408,220.0,1.0,220.0,220.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M2,11,T3409,30.0,1.0,30.0,30.0,VERMICELLI & NOODLE,VERMICILLI,VERMICILLI,CHAUDHARY INDS,ELEPHANT,ELEPHANT
M2,11,T3410,10.0,1.0,10.0,10.0,SALTY SNACKS (2/97),SEV BHUJIA,SEV BHUJIA,GARDEN HYGIENIC SNACKS,GARDEN,GARDEN
M2,11,T3411,24.0,2.0,24.0,12.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,11,T3414,24.0,2.0,24.0,12.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,11,T3415,15.0,2.0,10.0,5.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M2,11,T3415,15.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M2,11,T3416,58.0,3.0,30.0,10.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,I T C,SUNFEAST YIPPEE NOODLES,SUNFEAST YIPPEE MAGIC MASALA
M2,11,T3416,58.0,2.0,28.0,14.0,BUTTER MARGR  (4/94),MARGARINE,MARGARINE,G C M M F,DELICIOUS,DELICIOUS
M2,11,T3423,155.0,1.0,155.0,155.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN NO ONION NO GARLIC
M2,11,T3427,15.0,1.0,15.0,15.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN FRESH KETCHUP
M2,11,T3429,24.0,2.0,24.0,12.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,13,T3458,10.0,1.0,10.0,10.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M2,13,T3459,162.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 REGULAR
M2,13,T3459,162.0,1.0,92.0,92.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,LIBERTY OIL MILLS,SUNDAY,SUNDAY
M2,13,T3459,162.0,1.0,10.0,10.0,SALTY SNACKS (2/97),EXTRUDED SNACKS,EXTRUDED SNACKS,GUILTFREE INDUSTRIES,TOO YUMM,TOO YUMM MULTIGRAIN CHIPS
M2,13,T3459,162.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M2,13,T3459,162.0,2.0,20.0,10.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,GODAWARI BIOREFINERIES,JIVANA,JIVANA
M2,13,T3459,162.0,1.0,10.0,10.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M2,13,T3462,110.0,1.0,10.0,10.0,AGARBATTI & DHOOPBATTI,AGARBATTI,AGARBATTI,N RANGA RAO & SONS,CYCLE,CYCLE 3 IN 1
M2,13,T3462,110.0,1.0,50.0,50.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,CAPITAL FOODS,CHING'S SECRET,CHING'S SECRET
M2,13,T3462,110.0,1.0,50.0,50.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,CAPITAL FOODS,CHING'S SECRET,CHING'S SECRET
M2,13,T3463,35.0,1.0,35.0,35.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,ANUBHAV INDS,GARDEN,GARDEN
M2,13,T3465,40.0,1.0,40.0,40.0,BUTTER MARGR  (4/94),MARGARINE,MARGARINE,ZYDUS WELLNESS LTD,NUTRALITE,NUTRALITE
M2,13,T3466,19.0,1.0,19.0,19.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M2,13,T3468,60.0,1.0,60.0,60.0,SALTY SNACKS (2/97),GATHIA/PAPRI/RIBLON,GATHIA/PAPRI/RIBLON,NATIONAL PRODUCT,NATIONAL,NATIONAL
M2,13,T3470,80.0,2.0,60.0,30.0,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M2,13,T3470,80.0,2.0,20.0,10.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M2,13,T3473,80.0,1.0,5.0,5.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M2,13,T3473,80.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M2,13,T3473,80.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,GOLDEN OREO
M2,13,T3473,80.0,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M2,13,T3473,80.0,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,MAGIX,MAGIX
M2,13,T3473,80.0,1.0,25.0,25.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M2,13,T3475,52.0,1.0,52.0,52.0,PACKAGED ATTA (1/95),ATTA,ATTA,I T C,AASHIRVAAD,AASHIRVAAD SUPERIOR MP
M2,13,T3476,30.0,2.0,20.0,10.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M2,13,T3476,30.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,SAJ INDS,BISK FARM,BISK FARM TOP
M2,13,T3477,30.0,1.0,20.0,20.0,PACKAGED ATTA (1/95),MAIDA,MAIDA,PARAKH AGRO IND,SAMRAT,SAMRAT
M2,13,T3477,30.0,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M2,13,T3479,10.0,1.0,10.0,10.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,I T C,SUNFEAST YIPPEE NOODLES,SUNFEAST YIPPEE MAGIC MASALA
M2,13,T3488,40.0,1.0,40.0,40.0,READY TO EAT,READY TO COOK CURRY PASTES/POW,READY TO COOK CURRY PASTES/POW,PRAVIN MASALEWALE,SUHANA,SUHANA
M2,13,T3489,50.0,1.0,50.0,50.0,VERMICELLI & NOODLE,PASTA,PASTA,BAMBINO AGRO INDS,BAMBINO,BAMBINO PASTA
M2,13,T3490,219.0,1.0,46.0,46.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M2,13,T3490,219.0,1.0,173.0,173.0,NON-REFINED OILS   (9/93),GROUND NUT OIL,GROUND NUT OIL,MOTHER DAIRY,DHARA,DHARA
M2,13,T3492,20.0,2.0,20.0,10.0,SPICES (03/04),BLENDED,NOODLES MASALA,CAPITAL FOODS,CHING'S SECRET,CHING'S SECRET
M2,13,T3494,40.0,1.0,40.0,40.0,BUTTER MARGR  (4/94),MARGARINE,MARGARINE,ZYDUS WELLNESS LTD,NUTRALITE,NUTRALITE
M2,13,T3495,20.0,2.0,10.0,5.0,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,MONDELEZ INTERNATIONAL,PERK,PERK
M2,13,T3495,20.0,1.0,10.0,10.0,SALTY SNACKS (2/97),EXTRUDED SNACKS,EXTRUDED SNACKS,GUILTFREE INDUSTRIES,TOO YUMM,TOO YUMM MULTIGRAIN CHIPS
M2,13,T3496,30.0,3.0,30.0,10.0,SPICES (03/04),BLENDED,PANEER CHILLY,CAPITAL FOODS,CHING'S SECRET,CHING'S SECRET
M2,14,T3500,40.0,3.0,30.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M2,14,T3500,40.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M2,14,T3503,127.0,1.0,10.0,10.0,AGARBATTI & DHOOPBATTI,AGARBATTI,AGARBATTI,N RANGA RAO & SONS,CYCLE,CYCLE 3 IN 1
M2,14,T3503,127.0,1.0,92.0,92.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,LIBERTY OIL MILLS,SUNDAY,SUNDAY
M2,14,T3503,127.0,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M2,14,T3503,127.0,1.0,5.0,5.0,CHOCOLATE,COUNT,COUNT,MONDELEZ INTERNATIONAL,5 STAR,5 STAR
M2,14,T3503,127.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M2,14,T3508,92.0,1.0,92.0,92.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,LIBERTY OIL MILLS,SUNDAY,SUNDAY
M2,14,T3510,2060.0,1.0,2020.0,2020.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M2,14,T3510,2060.0,1.0,40.0,40.0,SALTY SNACKS (2/97),BANANA CHIPS/LACHA/OTHERS,BANANA CHIPS/LACHA/OTHERS,NATURELL INDIA PVT LTD,RITE BITE,RITE BITE MAX PROTEIN
M2,14,T3515,20.0,1.0,10.0,10.0,SALTY SNACKS (2/97),SEV BHUJIA,SEV BHUJIA,GARDEN HYGIENIC SNACKS,GARDEN,GARDEN
M2,14,T3515,20.0,1.0,10.0,10.0,SALTY SNACKS (2/97),MIX/CHIVRA/CHANACHUR,MIX/CHIVRA/CHANACHUR,GARDEN HYGIENIC SNACKS,GARDEN,GARDEN
M2,14,T3517,40.0,1.0,40.0,40.0,READY TO EAT,READY TO COOK CURRY PASTES/POW,READY TO COOK CURRY PASTES/POW,PRAVIN MASALEWALE,SUHANA,SUHANA
M2,14,T3518,40.0,1.0,20.0,20.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,VITA MARIE GOLD
M2,14,T3518,40.0,2.0,20.0,10.0,VERMICELLI & NOODLE,PASTA,PASTA,FIELDFRESH FOODS PRIVATE LTD,DEL MONTE,DEL MONTE
M2,14,T3520,48.0,4.0,48.0,12.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,14,T3522,40.0,1.0,10.0,10.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,I T C,SUNFEAST YIPPEE NOODLES,SUNFEAST YIPPEE MAGIC MASALA
M2,14,T3522,40.0,3.0,30.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M2,15,T3529,102.0,1.0,102.0,102.0,PACKAGED ATTA (1/95),ATTA,ATTA,I T C,AASHIRVAAD,AASHIRVAAD WHOLE WHEAT
M2,15,T3530,50.0,10.0,50.0,5.0,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,MONDELEZ INTERNATIONAL,PERK,PERK
M2,15,T3532,124.0,1.0,25.0,25.0,VERMICELLI & NOODLE,PASTA,PASTA,NESTLE INDIA,MAGGI PAZZTA,MAGGI PAZZTA CHEESE MACRONI
M2,15,T3532,124.0,1.0,40.0,40.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,VITA MARIE GOLD
M2,15,T3532,124.0,2.0,24.0,12.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,15,T3532,124.0,1.0,35.0,35.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,SUKHDATA FOODS,CHAMPION,CHAMPION GOLD
M2,15,T3533,280.0,1.0,25.0,25.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,SAJ INDS,BISK FARM,BISK FARM CREAM
M2,15,T3533,280.0,1.0,145.0,145.0,NON-REFINED OILS   (9/93),TIL OIL,TIL OIL,RECON,TEZ,TEZ
M2,15,T3533,280.0,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M2,15,T3533,280.0,3.0,60.0,20.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M2,15,T3533,280.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
M2,15,T3533,280.0,1.0,20.0,20.0,PACKAGED ATTA (1/95),MAIDA,MAIDA,PARAKH AGRO IND,SAMRAT,SAMRAT
M2,15,T3534,60.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M2,15,T3534,60.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY NUTS
M2,15,T3534,60.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M2,15,T3534,60.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,SAJ INDS,BISK FARM,BISK FARM TOP
M2,15,T3537,20.0,1.0,20.0,20.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M2,15,T3541,116.0,1.0,70.0,70.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,MPS FOOD PRODUCTS,MPS,MPS
M2,15,T3541,116.0,1.0,46.0,46.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M2,15,T3546,410.0,1.0,410.0,410.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GUJ TEA PROCESSORS,WAGH BAKRI,WAGH BAKRI PATTI LEAF
M2,15,T3549,49.0,1.0,25.0,25.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M2,15,T3549,49.0,2.0,24.0,12.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M2,15,T3552,10.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 MSK CK
M2,15,T3554,10.0,1.0,10.0,10.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M2,15,T3557,60.0,2.0,60.0,30.0,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M2,17,T3616,75.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE TOP,PARLE TOP
M2,17,T3616,75.0,1.0,35.0,35.0,SPICES (03/04),BLENDED,PAV BHAJI MASAL-SNACK MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
M2,17,T3616,75.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M2,17,T3617,30.0,2.0,10.0,5.0,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,MONDELEZ INTERNATIONAL,PERK,PERK
M2,17,T3617,30.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M2,17,T3617,30.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M2,17,T3618,84.0,1.0,68.0,68.0,BUTTER MARGR  (4/94),MARGARINE,MARGARINE,G C M M F,DELICIOUS,DELICIOUS
M2,17,T3618,84.0,2.0,16.0,8.0,ANTACIDS,POWDERS,POWDERS,GLAXO SMITHKLINE,ENO,ENO FRUIT SALT
M2,17,T3619,75.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M2,17,T3619,75.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M2,17,T3619,75.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,GOLDEN OREO
M2,17,T3619,75.0,3.0,30.0,10.0,SPICES (03/04),BLENDED,FRIED RICE MASALA,CAPITAL FOODS,CHING'S SECRET,CHING'S SECRET
M2,17,T3619,75.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M2,17,T3619,75.0,1.0,10.0,10.0,AGARBATTI & DHOOPBATTI,AGARBATTI,AGARBATTI,N RANGA RAO & SONS,CYCLE,CYCLE 3 IN 1
M2,17,T3623,10.0,1.0,10.0,10.0,SALTY SNACKS (2/97),SEV BHUJIA,SEV BHUJIA,GARDEN HYGIENIC SNACKS,GARDEN,GARDEN
M2,17,T3626,220.0,2.0,220.0,110.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,RED LABEL,BROOKE BOND RED LABEL
M2,17,T3628,60.0,2.0,60.0,30.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO VANILLA
M2,17,T3631,20.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M2,17,T3631,20.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M2,17,T3632,20.0,1.0,20.0,20.0,PACKAGED ATTA (1/95),MAIDA,MAIDA,PARAKH AGRO IND,SAMRAT,SAMRAT
M2,17,T3634,10.0,2.0,10.0,5.0,CHOCOLATE,COUNT,COUNT,MONDELEZ INTERNATIONAL,5 STAR,5 STAR
M2,17,T3643,140.0,1.0,10.0,10.0,SALTY SNACKS (2/97),EXTRUDED SNACKS,EXTRUDED SNACKS,VENKATARAMAN FOOD PROD,PEPPY,PEPPY
M2,17,T3643,140.0,1.0,105.0,105.0,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PARAG MILK FOODS PVT. LTD.,GOWARDHAN,GOWARDHAN
M2,17,T3643,140.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,PARLE PRODS,PARLE MAGIX,PARLE MAGIX STRAWBERRY
M2,17,T3643,140.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT FRUIT CREAM
M2,17,T3643,140.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M2,17,T3647,85.0,2.0,20.0,10.0,BREAKFAST CEREALS,READY TO EAT CEREALS,KIDS,KELLOGG'S INDIA,KELLOGG'S KPAK,KELLOGG'S KPAK CHOCOS
M2,17,T3647,85.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M2,17,T3647,85.0,1.0,55.0,55.0,BEVERAGES,BROWN POWDERS,BROWN POWDERS,UNITED TRADING CORPORATION,BLUE BIRD,BLUE BIRD
M2,18,T3649,135.0,1.0,130.0,130.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,RED LABEL,BROOKE BOND RED LABEL NAT CARE
M2,18,T3649,135.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M2,18,T3650,10.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,SAJ INDS,BISK FARM,BISK FARM GOOGLY
M2,18,T3651,110.0,2.0,10.0,5.0,CHOCOLATE,COUNT,COUNT,MONDELEZ INTERNATIONAL,5 STAR,5 STAR
M2,18,T3651,110.0,2.0,70.0,35.0,SALTY SNACKS (2/97),EXTRUDED SNACKS,EXTRUDED SNACKS,GREEN DOT HEALTH FOOD LTD,CORNITOS,CORNITOS
M2,18,T3651,110.0,3.0,30.0,10.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M2,18,T3656,176.0,1.0,176.0,176.0,MILK POWDERS,DAIRY WHITNERS,DAIRY WHITNERS,NESTLE INDIA,EVERYDAY,EVERYDAY DAIRY WHITNER
M2,18,T3661,20.0,1.0,10.0,10.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M2,18,T3661,20.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M2,18,T3662,46.0,1.0,46.0,46.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M2,18,T3664,5.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
